match_id,innings,runs,balls,SR,final_score,total_balls,wkts,exit_pt_score,win,PP_perf,Middle_perf,Death_perf,batter,team
S02M058,2,14,5,280.0,207,120,4,,0,,,14 off 5,Urvil Patel,DC
S02M064,1,38,25,152.0,209,120,3,81-3(8.1),1,24 off 17,14 off 8,,Urvil Patel,DC
S02M068,1,39,30,130.0,217,120,2,101-2(10.5),1,23 off 17,16 off 13,,Urvil Patel,DC
S02M071,2,11,6,183.33,181,113,10,103-5(10.2),0,,11 off 6,,Urvil Patel,DC
S02M003,2,19,7,271.43,189,114,3,,1,,,19 off 7,RK Singh,RCB
S02M007,1,16,7,228.57,198,120,3,,1,,,16 off 7,RK Singh,RCB
S02M011,2,34,26,130.77,189,120,6,185-6(19.5),0,,19 off 15,15 off 11,RK Singh,RCB
S02M016,2,14,14,100.0,163,120,9,143-6(16.0),0,,13 off 10,1 off 4,RK Singh,RCB
S02M021,2,24,19,126.32,173,112,3,,1,,4 off 4,20 off 15,RK Singh,RCB
S02M026,2,37,24,154.17,134,107,10,109-6(13.5),0,0 off 1,37 off 23,,RK Singh,RCB
S02M031,1,10,5,200.0,221,120,4,160-3(15.3),0,,2 off 2,8 off 3,RK Singh,RCB
S02M037,1,9,10,90.0,148,106,10,116-4(12.2),0,,9 off 10,,RK Singh,RCB
S02M042,1,4,5,80.0,191,120,6,54-3(5.0),1,4 off 5,,,RK Singh,RCB
S02M046,1,39,23,169.57,216,120,4,,1,,9 off 9,30 off 14,RK Singh,RCB
S02M055,1,60,37,162.16,188,120,4,,0,,37 off 22,23 off 15,RK Singh,RCB
S02M063,2,14,7,200.0,187,114,4,177-4(18.4),1,,,14 off 7,RK Singh,RCB
S02M067,1,27,12,225.0,190,120,5,,0,,,27 off 12,RK Singh,RCB
S02M004,1,4,1,400.0,188,120,6,,1,,,4 off 1,SP Narine,LSG
S02M009,2,45,26,173.08,157,120,8,153-8(19.3),0,,12 off 8,33 off 18,SP Narine,LSG
S02M013,1,7,4,175.0,157,120,8,120-7(15.2),0,,1 off 2,6 off 2,SP Narine,LSG
S02M020,1,0,1,0.0,174,120,6,,0,,,0 off 1,SP Narine,LSG
S02M042,2,66,48,137.5,190,120,3,133-1(14.5),0,26 off 20,40 off 28,,SP Narine,LSG
S02M047,1,41,33,124.24,202,120,4,103-3(11.2),1,18 off 13,23 off 20,,SP Narine,LSG
S02M051,2,27,13,207.69,174,116,10,52-3(4.3),0,27 off 13,,,SP Narine,LSG
S02M057,1,91,41,221.95,205,120,6,142-3(13.0),0,32 off 17,59 off 24,,SP Narine,LSG
S02M001,2,14,10,140.0,124,120,9,63-4(11.1),0,,14 off 10,,KA Pollard,CSK
S02M006,1,50,35,142.86,192,120,6,,0,,24 off 23,26 off 12,KA Pollard,CSK
S02M012,2,21,12,175.0,171,119,4,,1,,,21 off 12,KA Pollard,CSK
S02M016,1,14,10,140.0,172,120,5,120-4(13.3),1,,14 off 10,,KA Pollard,CSK
S02M022,2,20,9,222.22,167,120,9,77-4(10.5),0,,20 off 9,,KA Pollard,CSK
S02M027,1,11,10,110.0,205,120,4,,1,,,11 off 10,KA Pollard,CSK
S02M032,1,27,21,128.57,184,120,4,,0,,4 off 8,23 off 13,KA Pollard,CSK
S02M040,1,2,2,100.0,203,120,3,,1,,,2 off 2,KA Pollard,CSK
S02M044,1,15,12,125.0,159,120,9,125-6(15.0),0,,15 off 12,,KA Pollard,CSK
S02M053,2,42,20,210.0,169,113,3,,1,,11 off 8,31 off 12,KA Pollard,CSK
S02M060,2,22,13,169.23,199,113,6,122-4(12.5),1,,22 off 13,,KA Pollard,CSK
S02M004,1,0,1,0.0,188,120,6,5-1(0.3),1,0 off 1,,,BA Stokes,LSG
S02M009,2,14,18,77.78,157,120,8,34-3(5.4),0,14 off 18,,,BA Stokes,LSG
S02M013,1,0,1,0.0,157,120,8,9-1(1.0),0,0 off 1,,,BA Stokes,LSG
S02M020,1,13,9,144.44,174,120,6,118-3(13.2),0,,13 off 9,,BA Stokes,LSG
S02M024,2,20,12,166.67,180,113,3,,1,,,20 off 12,BA Stokes,LSG
S02M029,1,29,23,126.09,191,120,3,121-3(13.4),0,,29 off 23,,BA Stokes,LSG
S02M035,1,6,5,120.0,151,117,10,20-3(2.5),0,6 off 5,,,BA Stokes,LSG
S02M047,1,11,7,157.14,202,120,4,,1,,,11 off 7,BA Stokes,LSG
S02M051,2,14,10,140.0,174,116,10,139-5(14.1),0,,14 off 10,,BA Stokes,LSG
S02M061,2,3,5,60.0,158,95,5,4-1(1.0),1,3 off 5,,,BA Stokes,LSG
S02M066,2,57,46,123.91,171,104,4,142-2(15.4),1,20 off 16,37 off 29,0 off 1,BA Stokes,LSG
S02M069,2,69,37,186.49,207,111,5,125-3(11.3),1,37 off 18,32 off 19,,BA Stokes,LSG
S02M005,2,11,17,64.71,174,120,4,28-1(5.0),0,11 off 17,,,JP Inglis,GT
S02M009,1,10,11,90.91,200,120,3,43-1(4.5),1,10 off 11,,,JP Inglis,GT
S02M014,1,14,13,107.69,161,115,10,32-2(4.1),0,14 off 13,,,JP Inglis,GT
S02M052,2,28,13,215.38,196,119,2,,1,,,28 off 13,JP Inglis,GT
S02M056,2,69,43,160.47,166,102,4,,1,9 off 7,46 off 31,14 off 5,JP Inglis,GT
S02M059,1,59,28,210.71,201,120,4,,1,,23 off 13,36 off 15,JP Inglis,GT
S02M069,1,42,18,233.33,203,119,10,122-3(9.5),0,12 off 6,30 off 12,,JP Inglis,GT
S02M004,1,65,35,185.71,188,120,6,111-2(11.3),1,32 off 20,33 off 15,,WG Jacks,LSG
S02M009,2,1,2,50.0,157,120,8,6-2(2.1),0,1 off 2,,,WG Jacks,LSG
S02M013,1,23,16,143.75,157,120,8,57-2(6.5),0,23 off 15,0 off 1,,WG Jacks,LSG
S02M020,1,28,23,121.74,174,120,6,76-1(8.5),0,25 off 17,3 off 6,,WG Jacks,LSG
S02M024,2,5,5,100.0,180,113,3,14-1(1.5),1,5 off 5,,,WG Jacks,LSG
S02M029,1,29,19,152.63,191,120,3,80-2(8.2),0,19 off 12,10 off 7,,WG Jacks,LSG
S02M035,1,6,4,150.0,151,117,10,13-2(1.4),0,6 off 4,,,WG Jacks,LSG
S02M042,2,30,13,230.77,190,120,3,,0,,6 off 1,24 off 12,WG Jacks,LSG
S02M047,1,16,11,145.45,202,120,4,81-2(8.2),1,10 off 6,6 off 5,,WG Jacks,LSG
S02M051,2,11,4,275.0,174,116,10,38-2(3.1),0,11 off 4,,,WG Jacks,LSG
S02M057,1,12,13,92.31,205,120,6,43-1(4.4),0,12 off 13,,,WG Jacks,LSG
S02M004,2,25,14,178.57,178,111,10,142-3(13.1),0,,25 off 14,,N Rana,KKR
S02M010,2,5,9,55.56,161,112,6,133-4(13.2),1,,5 off 9,,N Rana,KKR
S02M014,2,4,8,50.0,162,109,5,127-4(14.4),1,,4 off 8,,N Rana,KKR
S02M019,1,12,9,133.33,199,120,4,,0,,,12 off 9,N Rana,KKR
S02M025,1,55,34,161.76,181,120,6,,0,,35 off 21,20 off 13,N Rana,KKR
S02M030,2,7,10,70.0,198,117,10,128-4(11.3),0,,7 off 10,,N Rana,KKR
S02M060,1,42,28,150.0,196,120,7,133-3(14.2),0,,42 off 28,,N Rana,KKR
S02M064,2,20,15,133.33,141,120,10,102-3(12.2),0,,20 off 15,,N Rana,KKR
S02M070,1,52,39,133.33,190,120,4,116-3(13.0),1,13 off 15,39 off 24,,N Rana,KKR
S02M011,1,35,21,166.67,196,120,5,,1,,7 off 4,28 off 17,AD Russell,DC
S02M017,1,38,22,172.73,177,120,7,,0,,19 off 8,19 off 14,AD Russell,DC
S02M028,1,7,5,140.0,234,120,6,173-5(15.1),1,,7 off 4,0 off 1,AD Russell,DC
S02M033,2,28,13,215.38,183,117,5,,1,,1 off 3,27 off 10,AD Russell,DC
S02M039,1,1,2,50.0,189,120,5,,1,,,1 off 2,AD Russell,DC
S02M043,2,29,12,241.67,196,116,7,180-7(18.3),1,,7 off 2,22 off 10,AD Russell,DC
S02M050,2,8,5,160.0,177,119,8,148-6(15.2),1,,8 off 4,0 off 1,AD Russell,DC
S02M071,2,43,26,165.38,181,113,10,,0,,20 off 17,23 off 9,AD Russell,DC
S02M073,1,22,10,220.0,204,120,4,,0,,,22 off 10,AD Russell,DC
S02M001,1,23,11,209.09,181,120,5,,1,,,23 off 11,Shashank Singh,PBKS
S02M008,2,29,11,263.64,171,120,9,157-6(18.1),0,,0 off 1,29 off 10,Shashank Singh,PBKS
S02M021,1,2,5,40.0,169,120,8,149-5(15.1),0,,2 off 4,0 off 1,Shashank Singh,PBKS
S02M027,2,18,6,300.0,198,120,5,168-4(16.4),0,,,18 off 6,Shashank Singh,PBKS
S02M033,1,0,1,0.0,179,120,8,96-5(10.0),0,,0 off 1,,Shashank Singh,PBKS
S02M038,2,45,24,187.5,166,119,10,,0,,24 off 14,21 off 10,Shashank Singh,PBKS
S02M041,1,17,10,170.0,183,120,4,,1,,,17 off 10,Shashank Singh,PBKS
S02M049,2,52,27,192.59,170,107,6,155-5(16.2),1,,39 off 21,13 off 6,Shashank Singh,PBKS
S02M056,1,5,5,100.0,162,106,10,116-5(10.1),0,,5 off 5,,Shashank Singh,PBKS
S02M061,1,2,3,66.67,157,120,8,57-5(8.0),0,,2 off 3,,Shashank Singh,PBKS
S02M063,1,17,10,170.0,184,120,5,65-3(7.1),0,12 off 5,5 off 5,,Shashank Singh,PBKS
S02M070,2,0,1,0.0,177,120,6,175-6(19.5),0,,,0 off 1,Shashank Singh,PBKS
S02M005,2,8,6,133.33,174,120,4,146-4(17.2),0,,,8 off 6,R Parag,GT
S02M009,1,8,4,200.0,200,120,3,,1,,,8 off 4,R Parag,GT
S02M014,1,44,32,137.5,161,115,10,123-5(15.2),0,2 off 4,42 off 27,0 off 1,R Parag,GT
S02M018,1,25,20,125.0,149,112,10,74-4(9.3),0,7 off 7,18 off 13,,R Parag,GT
S02M028,2,11,4,275.0,232,120,3,,0,,,11 off 4,R Parag,GT
S02M032,2,62,42,147.62,186,117,3,,1,,42 off 28,20 off 14,R Parag,GT
S02M037,2,7,3,233.33,149,98,5,93-3(9.0),1,,7 off 3,,R Parag,GT
S02M043,1,13,8,162.5,193,120,5,,0,,,13 off 8,R Parag,GT
S02M048,2,0,1,0.0,156,120,8,36-3(4.0),0,0 off 1,,,R Parag,GT
S02M056,2,4,1,400.0,166,102,4,,1,,,4 off 1,R Parag,GT
S02M059,1,10,5,200.0,201,120,4,,1,,,10 off 5,R Parag,GT
S02M069,1,13,9,144.44,203,119,10,,0,,,13 off 9,R Parag,GT
S02M008,2,11,6,183.33,171,120,9,170-7(19.3),0,,,11 off 6,Washington Sundar,PBKS
S02M021,1,3,5,60.0,169,120,8,158-6(16.5),0,,,3 off 5,Washington Sundar,PBKS
S02M033,1,15,7,214.29,179,120,8,150-7(16.2),0,,1 off 1,14 off 6,Washington Sundar,PBKS
S02M038,2,0,6,0.0,166,119,10,140-7(16.0),0,,0 off 1,0 off 5,Washington Sundar,PBKS
S02M049,2,1,1,100.0,170,107,6,,1,,,1 off 1,Washington Sundar,PBKS
S02M056,1,18,17,105.88,162,106,10,162-9(17.3),0,,16 off 10,2 off 7,Washington Sundar,PBKS
S02M061,1,49,37,132.43,157,120,8,138-8(18.2),0,,31 off 22,18 off 15,Washington Sundar,PBKS
S02M063,1,57,31,183.87,184,120,5,,0,,24 off 16,33 off 15,Washington Sundar,PBKS
S02M070,2,44,41,107.32,177,120,6,114-3(13.0),0,30 off 20,14 off 21,,Washington Sundar,PBKS
S02M042,1,4,2,200.0,191,120,6,5-1(0.3),1,4 off 2,,,J Fraser-McGurk,RCB
S02M046,1,90,45,200.0,216,120,4,171-4(16.0),1,18 off 11,56 off 30,16 off 4,J Fraser-McGurk,RCB
S02M055,1,41,29,141.38,188,120,4,111-4(12.4),0,20 off 11,21 off 18,,J Fraser-McGurk,RCB
S02M063,2,0,1,0.0,187,114,4,112-2(12.3),1,,0 off 1,,J Fraser-McGurk,RCB
S02M067,1,60,43,139.53,190,120,5,143-2(15.5),0,24 off 16,35 off 25,1 off 2,J Fraser-McGurk,RCB
S02M003,2,28,13,215.38,189,114,3,,1,,10 off 6,18 off 7,C Green,RCB
S02M007,1,22,18,122.22,198,120,3,,1,,9 off 8,13 off 10,C Green,RCB
S02M011,2,22,16,137.5,189,120,6,88-3(10.1),0,1 off 1,21 off 15,,C Green,RCB
S02M016,2,25,24,104.17,163,120,9,108-4(12.2),0,3 off 7,22 off 17,,C Green,RCB
S02M021,2,7,2,350.0,173,112,3,,1,,,7 off 2,C Green,RCB
S02M026,2,26,21,123.81,134,107,10,104-4(13.1),0,,26 off 21,,C Green,RCB
S02M031,1,36,15,240.0,221,120,4,,0,,,36 off 15,C Green,RCB
S02M037,1,28,15,186.67,148,106,10,103-3(9.4),0,0 off 1,28 off 14,,C Green,RCB
S02M011,2,16,6,266.67,189,120,6,184-5(19.3),0,,,16 off 6,JM Sharma,RCB
S02M016,2,22,10,220.0,163,120,9,142-5(15.4),0,,22 off 9,0 off 1,JM Sharma,RCB
S02M026,2,0,1,0.0,134,107,10,104-5(13.2),0,,0 off 1,,JM Sharma,RCB
S02M031,1,6,1,600.0,221,120,4,,0,,,6 off 1,JM Sharma,RCB
S02M037,1,11,8,137.5,148,106,10,133-5(14.2),0,,11 off 8,,JM Sharma,RCB
S02M042,1,51,31,164.52,191,120,6,,1,,22 off 15,29 off 16,JM Sharma,RCB
S02M046,1,17,12,141.67,216,120,4,,1,,,17 off 12,JM Sharma,RCB
S02M052,1,1,2,50.0,195,120,4,,0,,,1 off 2,JM Sharma,RCB
S02M055,1,46,25,184.0,188,120,4,,0,,21 off 10,25 off 15,JM Sharma,RCB
S02M063,2,10,2,500.0,187,114,4,,1,,,10 off 2,JM Sharma,RCB
S02M002,1,27,21,128.57,222,120,4,134-2(12.5),1,,27 off 21,,LS Livingstone,SRH
S02M007,2,9,14,64.29,178,120,6,146-3(15.4),0,,8 off 12,1 off 2,LS Livingstone,SRH
S02M012,1,1,3,33.33,168,120,6,15-2(2.1),0,1 off 3,,,LS Livingstone,SRH
S02M034,2,35,24,145.83,175,120,5,161-5(18.3),0,,11 off 10,24 off 14,LS Livingstone,SRH
S02M045,2,18,10,180.0,204,120,7,105-2(7.5),0,6 off 4,12 off 6,,LS Livingstone,SRH
S02M051,1,11,11,100.0,185,120,7,171-5(18.3),1,,,11 off 11,LS Livingstone,SRH
S02M068,2,40,29,137.93,214,120,5,111-2(11.1),0,23 off 14,17 off 15,,LS Livingstone,SRH
S02M071,1,19,13,146.15,185,120,4,39-2(4.2),1,19 off 13,,,LS Livingstone,SRH
S02M074,2,19,13,146.15,203,120,4,55-1(5.0),0,19 off 13,,,LS Livingstone,SRH
S02M008,2,48,33,145.45,171,120,9,106-4(14.0),0,4 off 5,44 off 28,,MP Stoinis,PBKS
S02M013,2,29,20,145.0,162,102,3,144-2(15.4),1,,25 off 17,4 off 3,MP Stoinis,PBKS
S02M017,2,29,24,120.83,178,120,3,81-2(9.3),1,17 off 13,12 off 11,,MP Stoinis,PBKS
S02M027,2,1,3,33.33,198,120,5,17-2(2.2),0,1 off 3,,,MP Stoinis,PBKS
S02M033,1,7,8,87.5,179,120,8,26-2(2.4),0,7 off 8,,,MP Stoinis,PBKS
S02M061,1,19,15,126.67,157,120,8,46-4(6.5),0,18 off 12,1 off 3,,MP Stoinis,PBKS
S02M063,1,5,3,166.67,184,120,5,71-4(7.5),0,,5 off 3,,MP Stoinis,PBKS
S02M070,2,38,23,165.22,177,120,6,168-4(19.0),0,,13 off 7,25 off 16,MP Stoinis,PBKS
S02M007,2,7,6,116.67,178,120,6,158-4(17.1),0,,,7 off 6,AK Markram,SRH
S02M018,2,37,28,132.14,150,101,6,91-2(9.3),1,31 off 20,6 off 8,,AK Markram,SRH
S02M026,1,34,19,178.95,188,120,3,,1,,1 off 1,33 off 18,AK Markram,SRH
S02M030,1,4,2,200.0,218,120,3,,1,,,4 off 2,AK Markram,SRH
S02M034,2,14,15,93.33,175,120,5,105-4(12.2),0,,14 off 15,,AK Markram,SRH
S02M045,2,27,25,108.0,204,120,7,175-4(16.5),0,,24 off 21,3 off 4,AK Markram,SRH
S02M051,1,12,5,240.0,185,120,7,185-7(20.0),1,,,12 off 5,AK Markram,SRH
S02M068,2,33,14,235.71,214,120,5,,0,,,33 off 14,AK Markram,SRH
S02M071,1,1,1,100.0,185,120,4,,1,,,1 off 1,AK Markram,SRH
S02M008,1,57,32,178.12,196,120,5,81-2(7.5),1,51 off 26,6 off 6,,FH Allen,MI
S02M019,2,0,1,0.0,200,105,2,0-1(0.1),1,0 off 1,,,FH Allen,MI
S02M023,2,14,11,127.27,196,119,4,59-3(6.4),1,14 off 10,0 off 1,,FH Allen,MI
S02M029,2,2,3,66.67,192,120,6,53-2(6.3),1,1 off 1,1 off 2,,FH Allen,MI
S02M034,1,27,16,168.75,189,120,2,32-1(3.4),1,27 off 16,,,FH Allen,MI
S02M047,2,2,2,100.0,180,120,8,7-1(0.4),0,2 off 2,,,FH Allen,MI
S02M058,1,45,25,180.0,208,120,4,81-1(8.1),1,27 off 14,18 off 11,,FH Allen,MI
S02M067,2,18,12,150.0,194,118,5,40-1(4.0),1,18 off 12,,,FH Allen,MI
S02M002,2,28,14,200.0,198,120,3,,0,,,28 off 14,Sikandar Raza,DC
S02M017,1,23,22,104.55,177,120,7,81-5(11.2),0,6 off 9,17 off 13,,Sikandar Raza,DC
S02M043,2,25,19,131.58,196,116,7,127-3(12.5),1,,25 off 19,,Sikandar Raza,DC
S02M050,2,34,26,130.77,177,119,8,81-3(8.4),1,23 off 17,11 off 9,,Sikandar Raza,DC
S02M058,2,36,20,180.0,207,120,4,160-3(16.0),0,,29 off 16,7 off 4,Sikandar Raza,DC
S02M071,2,17,9,188.89,181,113,10,127-6(12.3),0,,17 off 9,,Sikandar Raza,DC
S02M045,2,50,16,312.5,204,120,7,67-1(4.2),0,50 off 16,,,Priyansh Arya,SRH
S02M051,1,38,31,122.58,185,120,7,80-2(9.2),1,25 off 20,13 off 11,,Priyansh Arya,SRH
S02M057,2,4,3,133.33,206,114,3,6-1(0.5),1,4 off 3,,,Priyansh Arya,SRH
S02M074,2,67,36,186.11,203,120,4,95-2(10.0),0,38 off 21,29 off 15,,Priyansh Arya,SRH
S02M005,2,17,11,154.55,174,120,4,,0,,,17 off 11,Nithish Kumar Reddy,GT
S02M009,1,3,4,75.0,200,120,3,,1,,,3 off 4,Nithish Kumar Reddy,GT
S02M014,1,9,7,128.57,161,115,10,87-4(10.1),0,,9 off 7,,Nithish Kumar Reddy,GT
S02M018,1,29,24,120.83,149,112,10,115-5(14.5),0,,29 off 24,,Nithish Kumar Reddy,GT
S02M028,2,26,12,216.67,232,120,3,,0,,,26 off 12,Nithish Kumar Reddy,GT
S02M032,2,6,5,120.0,186,117,3,71-3(7.4),1,,6 off 5,,Nithish Kumar Reddy,GT
S02M037,2,24,19,126.32,149,98,5,147-5(15.4),1,,23 off 17,1 off 2,Nithish Kumar Reddy,GT
S02M043,1,9,4,225.0,193,120,5,165-3(16.3),0,,,9 off 4,Nithish Kumar Reddy,GT
S02M048,2,5,9,55.56,156,120,8,42-4(5.4),0,5 off 9,,,Nithish Kumar Reddy,GT
S02M069,1,31,20,155.0,203,119,10,180-5(15.4),0,,24 off 17,7 off 3,Nithish Kumar Reddy,GT
S02M001,2,6,5,120.0,124,120,9,35-3(7.2),0,6 off 1,0 off 4,,AR Patel,CSK
S02M006,1,24,16,150.0,192,120,6,,0,,,24 off 16,AR Patel,CSK
S02M016,1,16,13,123.08,172,120,5,83-3(10.1),1,,16 off 13,,AR Patel,CSK
S02M022,2,9,8,112.5,167,120,9,38-3(7.2),0,8 off 6,1 off 2,,AR Patel,CSK
S02M027,1,1,2,50.0,205,120,4,,1,,,1 off 2,AR Patel,CSK
S02M044,1,27,25,108.0,159,120,9,,0,,11 off 12,16 off 13,AR Patel,CSK
S02M048,1,2,2,100.0,177,120,6,165-6(18.5),1,,,2 off 2,AR Patel,CSK
S02M053,2,3,10,30.0,169,113,3,27-1(3.3),1,3 off 10,,,AR Patel,CSK
S02M060,2,27,21,128.57,199,113,6,67-1(6.5),1,15 off 18,12 off 3,,AR Patel,CSK
S02M066,1,43,23,186.96,167,120,7,,0,,11 off 9,32 off 14,AR Patel,CSK
S02M002,2,44,39,112.82,198,120,3,143-3(15.0),0,23 off 16,21 off 23,,BJ McMullen,DC
S02M006,2,46,26,176.92,196,115,5,83-1(8.3),1,34 off 16,12 off 10,,BJ McMullen,DC
S02M011,1,39,28,139.29,196,120,5,64-1(6.5),1,39 off 25,0 off 3,,BJ McMullen,DC
S02M024,1,21,18,116.67,179,120,4,76-2(8.2),0,19 off 14,2 off 4,,BJ McMullen,DC
S02M001,2,13,22,59.09,124,120,9,99-6(17.0),0,,6 off 15,7 off 7,MS Dhoni,CSK
S02M006,1,31,13,238.46,192,120,6,142-6(15.2),0,,25 off 11,6 off 2,MS Dhoni,CSK
S02M012,2,12,7,171.43,171,119,4,,1,,,12 off 7,MS Dhoni,CSK
S02M022,2,1,2,50.0,167,120,9,106-6(15.1),0,,1 off 1,0 off 1,MS Dhoni,CSK
S02M032,1,36,22,163.64,184,120,4,,0,,3 off 5,33 off 17,MS Dhoni,CSK
S02M044,1,6,5,120.0,159,120,9,98-5(11.2),0,,6 off 5,,MS Dhoni,CSK
S02M048,1,8,7,114.29,177,120,6,,1,,,8 off 7,MS Dhoni,CSK
S02M060,2,24,14,171.43,199,113,6,165-5(16.5),1,,19 off 8,5 off 6,MS Dhoni,CSK
S02M066,1,2,5,40.0,167,120,7,82-5(11.2),0,,2 off 5,,MS Dhoni,CSK
S02M004,1,15,7,214.29,188,120,6,167-5(17.1),1,,1 off 1,14 off 6,Ramandeep Singh,LSG
S02M009,2,11,14,78.57,157,120,8,89-6(12.3),0,,11 off 14,,Ramandeep Singh,LSG
S02M020,1,16,8,200.0,174,120,6,155-5(17.4),0,,,16 off 8,Ramandeep Singh,LSG
S02M035,1,29,17,170.59,151,117,10,,0,,11 off 5,18 off 12,Ramandeep Singh,LSG
S02M061,2,31,12,258.33,158,95,5,,1,,21 off 10,10 off 2,Ramandeep Singh,LSG
S02M066,2,15,4,375.0,171,104,4,,1,,,15 off 4,Ramandeep Singh,LSG
S02M069,2,10,6,166.67,207,111,5,,1,,,10 off 6,Ramandeep Singh,LSG
S02M015,1,8,5,160.0,110,94,10,103-7(12.2),0,,8 off 5,,Jay Gohil,MI
S02M029,2,20,10,200.0,192,120,6,179-6(19.0),1,,,20 off 10,Jay Gohil,MI
S02M039,2,7,4,175.0,181,120,6,181-6(20.0),0,,,7 off 4,Jay Gohil,MI
S02M047,2,31,18,172.22,180,120,8,,0,,4 off 5,27 off 13,Jay Gohil,MI
S02M053,1,1,2,50.0,165,120,6,97-5(11.5),0,,1 off 2,,Jay Gohil,MI
S02M062,2,22,5,440.0,202,120,5,,0,,,22 off 5,Jay Gohil,MI
S02M067,2,23,8,287.5,194,118,5,,1,,,23 off 8,Jay Gohil,MI
S02M072,1,14,9,155.56,201,114,10,194-8(18.2),0,,,14 off 9,Jay Gohil,MI
S02M020,1,7,7,100.0,174,120,6,134-4(15.2),0,,7 off 6,0 off 1,Dhruv Jurel,LSG
S02M024,2,4,2,200.0,180,113,3,,1,,,4 off 2,Dhruv Jurel,LSG
S02M029,1,20,14,142.86,191,120,3,,0,,3 off 4,17 off 10,Dhruv Jurel,LSG
S02M035,1,52,30,173.33,151,117,10,109-5(11.5),0,26 off 13,26 off 17,,Dhruv Jurel,LSG
S02M051,2,8,7,114.29,174,116,10,152-6(16.0),0,,7 off 4,1 off 3,Dhruv Jurel,LSG
S02M057,1,22,13,169.23,205,120,6,,0,,1 off 2,21 off 11,Dhruv Jurel,LSG
S02M061,2,7,2,350.0,158,95,5,,1,,,7 off 2,Dhruv Jurel,LSG
S02M003,1,4,4,100.0,188,120,4,187-4(19.1),0,,,4 off 4,HH Pandya,MI
S02M008,1,0,1,0.0,196,120,5,178-5(17.4),1,,,0 off 1,HH Pandya,MI
S02M015,1,3,8,37.5,110,94,10,103-6(12.0),0,,3 off 8,,HH Pandya,MI
S02M023,2,33,15,220.0,196,119,4,,1,,4 off 1,29 off 14,HH Pandya,MI
S02M029,2,22,11,200.0,192,120,6,,1,,,22 off 11,HH Pandya,MI
S02M039,2,3,3,100.0,181,120,6,,0,,,3 off 3,HH Pandya,MI
S02M047,2,0,1,0.0,180,120,8,134-5(13.2),0,,0 off 1,,HH Pandya,MI
S02M053,1,8,11,72.73,165,120,6,95-4(11.2),0,,8 off 11,,HH Pandya,MI
S02M058,1,16,8,200.0,208,120,4,,1,,,16 off 8,HH Pandya,MI
S02M062,2,10,6,166.67,202,120,5,172-5(18.0),0,,,10 off 6,HH Pandya,MI
S02M067,2,11,10,110.0,194,118,5,155-5(16.4),1,,2 off 3,9 off 7,HH Pandya,MI
S02M072,1,0,1,0.0,201,114,10,168-5(15.0),0,,0 off 1,,HH Pandya,MI
S02M001,1,0,1,0.0,181,120,5,158-5(17.2),1,,,0 off 1,D Brevis,PBKS
S02M038,2,2,3,66.67,166,119,10,9-1(1.1),0,2 off 3,,,D Brevis,PBKS
S02M041,1,61,48,127.08,183,120,4,170-4(18.3),1,20 off 17,36 off 25,5 off 6,D Brevis,PBKS
S02M049,2,38,32,118.75,170,107,6,104-4(11.3),1,19 off 18,19 off 14,,D Brevis,PBKS
